Vowel,F1,F2,F3
vowels1.wav, 267.73746282023234, 2482.9213221243185, 3121.4824917665387 ,
vowels2.wav, 372.9779711442904, 2376.904016774541, 2765.8045220285903 ,
vowels3.wav, 717.5307235081425, 1954.3327244346124, 2717.74369442234 ,
vowels4.wav, 913.2269920842509, 1426.5212273969307, 2017.5714308897284 ,
vowels5.wav, 676.7239682923654, 957.8317618559536, 2991.4432832576576 ,
vowels6.wav, 548.7452917605467, 758.8361569961496, 2939.513815319693 ,
vowels7.wav, 366.64886380518453, 732.8641430176345, 2861.365391495389 ,
vowels8.wav, 334.39154398086345, 536.0524431767375, 2669.6102335347978 ,
